id,owner_user_id
"328","59"
"1284",""
"2688","432"
"5611","115"
"11762","369"
"14350","1228206"
"16861","2019"
"20227","1486"
"23270","466"
"23988","2581"
"25546","2312"
"25999","996"
"31865","2452"
"31882","1600"
"34638","3295"
"38779","781"
"38838","744"
"39929","3002"
"41220","3546"
"44391","2527"
"47262","2383"
"49226","959"
"49473","959"
"54200","2208"
"55556","5552"
"59022","5882"
"61057","4037"
"64258","1683"
"64432","8563"
"64631",""
"66870","9947"
"71328","4012"
"76408","11234"
"76581",""
"78380",""
"80291","3276"
"89285","14396"
"91304","13897"
"92561","4527"
"93451",""
"93771","4841"
"96624","18198"
"97765","8143"
"98026","15947"
"101337","12178"
"102788","15004"
"103203","12662"
"108838","17232"
"111763","3474"
"113526","9021"
"119926","16684"
"120206","9403"
"120977","9094"
"121354","64"
"134988","21586"
"135802","19435"
"136219","347616"
"136837","781"
"137254","20208"
"139053","3139"
"139199","22392"
"139483","11612"
"141399",""
"145540",""
"146520","18529"
"147491","21963"
"148068","20900"
"149876","4764"
"152093","15360"
"153461","19079"
"154242","7363"
"154844","23911"
"155400","5473"
"159282",""
"162764","24522"
"166411","18702"
"172486","2260"
"172739","1622"
"183656","9516"
"184319",""
"185149","21832"
"185211",""
"185262","25820"
"187736","2506"
"188491","681"
"195175","27171"
"195648","9328"
"195717","26976"
"196845","27328"
"197268","19956"
"200545","993"
"205153","6069"
"210069","781"
"210490","26927"
"210820","3291"
"211001","4444"
"211099","14966"
"211385","11792"
"211483","23402"
"216069","24727"
"226316","11356"
"228476","10676"
"232500","1865"
"234590","9859"
"243995","22835"
"244952","31319"
"247304","28098"
"253238","3241"
"258299","24793"
"258994",""
"266255","24975"
"266606","20065"
"270010","17766"
"272112","1293123"
"272806","5791"
"273165","1865"
"274560","17324"
"276132","8446"
"278571","26107"
"279418","11440"
"281843","36668"
"281970",""
"284796","143732"
"286938","35513"
"287517","2034"
"292276","24457"
"295628","23109"
"297136","4794"
"297498","489"
"298535","4639"
"299475",""
"300582",""
"302357","4316"
"304616","3747"
"306703","13484"
"308756","25319"
"313730","34009"
"317175","4639"
"321061","4233"
"321787","38663"
"325587","40548"
"331468","16794"
"332833","29746"
"335888","42135"
"336057","40480"
"343488","16909"
"344719","11208"
"347238","700"
"348109","1288"
"350697","34548"
"353698","1175"
"353799","44709"
"353968","41475"
"355632","1074"
"360348","50718"
"365495","45280"
"368329","26155"
"373071","24039"
"373761","46264"
"374748","419"
"375390",""
"380772","5197"
"381890","1142"
"382386","32892"
"386047","11792"
"388699",""
"390359","26428"
"395045","1606"
"396164","37020"
"398179","4257"
"403489","1942"
"410253","12570"
"411410","14167"
"412184","14105"
"412969","8768"
"413137","51649"
"413626","45629"
"413802","10522"
"416856","2443"
"420843","42897"
"421848",""
"422903","35335"
"427598","2374"
"430386","48729"
"433558",""
"433707","53978"
"438142","46279"
"438704",""
"439870","91"
"441052",""
"442862","54988"
"442995","46666"
"443411","50198"
"443988","52494"
"446501","18615"
"448431","55611"
"448963","2486915"
"450160","19799"
"451623",""
"458647","636"
"465180","36189"
"466506","36902"
"466672","45405"
"466737","1862"
"467391","48705"
"471257",""
"473687","5017"
"474259","5287"
"479233","57068"
"479838","28896"
"482341","38264"
"487739","52555"
"491930","2622856"
"492340","27620"
"493531",""
"497156","2915"
"498630","3885"
"499418","4883"
"508538","1742702"
"516802","19678"
"519781","41541"
"523627","745"
"524676","62618"
"524908",""
"525734",""
"527360",""
"527973","60103"
"529997","62187"
"534664",""
"535175","21966"
